Zone Timestep,SURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 3:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 4:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 5:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 6:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2006-Jun-25 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 06:10:00,7.557908187902484,7.557908187902484,8.263949010574386,9.11577635902746,14.666666666666668
2006-Jun-25 06:20:00,9.485370750110986,9.485370750110986,9.485370750110986,9.485370750110986,18.333333333333336
2006-Jun-25 06:30:00,11.360491227545449,11.360491227545449,11.360491227545449,11.360491227545449,22.0
2006-Jun-25 06:40:00,18.42511799715699,18.42511799715699,18.42511799715699,18.42511799715699,35.5
2006-Jun-25 06:50:00,25.52410228603287,25.52410228603287,25.52410228603287,25.52410228603287,49.0
2006-Jun-25 07:00:00,32.514915626820034,32.514915626820034,32.95799468179875,33.68416313033021,62.5
2006-Jun-25 07:10:00,39.40045084591068,39.40045084591068,40.4745327334599,42.33258969596061,76.0
2006-Jun-25 07:20:00,46.2282001523583,46.2282001523583,47.93624426655495,51.0488244545074,89.50000000000001
2006-Jun-25 07:30:00,53.08422238072733,53.08422238072733,55.192058950987345,59.23075393581272,103.0
2006-Jun-25 07:40:00,62.552242936467806,62.552242936467806,65.91632955820604,72.6902134187107,122.36548394545588
2006-Jun-25 07:50:00,71.9756146477344,71.9756146477344,76.43623610043048,85.85220260651786,141.80326982549786
2006-Jun-25 08:00:00,81.35915967932281,81.35915967932281,86.77103563548863,98.72395134817127,161.31181587569992
2006-Jun-25 08:10:00,90.70527086045473,90.70527086045473,96.93871801040248,111.31759478978833,180.8893089830672
2006-Jun-25 08:20:00,100.01476245067757,100.01476245067757,106.95464450515021,123.6441424607051,200.5336702230891
2006-Jun-25 08:30:00,109.28736772328801,109.28736772328801,116.83145961558841,135.71144793644635,220.24256115893513
2006-Jun-25 08:40:00,117.29896101978154,117.29896101978154,125.30768293425662,146.13347778124228,237.6578421823389
2006-Jun-25 08:50:00,125.28878191045507,125.28878191045507,133.6947269503861,156.36011854637516,255.18568293209012
2006-Jun-25 09:00:00,133.25421987159643,133.25421987159643,141.99522794631932,166.37930109992328,272.8207570195294
2006-Jun-25 09:10:00,141.19249601939066,141.19249601939066,150.2113727736277,176.17736151054865,290.5573132118845
2006-Jun-25 09:20:00,149.10065909477572,149.10065909477572,158.34504206315515,185.73929273953087,308.3891928816556
2006-Jun-25 09:30:00,156.97557869837752,156.97557869837752,166.39791430087072,195.0489072143287,326.3098486392744
2006-Jun-25 09:40:00,162.81264250571934,162.81264250571934,172.2352308182924,201.5408404586732,340.1464300862735
2006-Jun-25 09:50:00,168.6240226213301,168.6240226213301,178.03145119197717,207.83621123473955,354.0920214936349
2006-Jun-25 10:00:00,174.40743416677344,174.40743416677344,183.7848683532706,213.90615008462657,368.13657550951325
2006-Jun-25 10:10:00,180.1603487799986,180.1603487799986,189.4946614920572,219.7234209873444,382.2696165819853
2006-Jun-25 10:20:00,178.22185580653763,178.22185580653763,193.5776153867788,243.23656703080297,396.48027281304434
2006-Jun-25 10:30:00,183.0564232799092,183.0564232799092,198.21860978228682,246.93244765887636,410.75730900089445
2006-Jun-25 10:40:00,185.85153428646788,185.85153428646788,200.54898599102142,247.01464320483643,419.96028000361935
2006-Jun-25 10:50:00,188.58070875878153,188.58070875878153,202.86005251700888,246.76078808527166,429.1943487211561
2006-Jun-25 11:00:00,191.24319078603105,191.24319078603105,205.15319476839693,246.13571204919123,438.44886988760186
2006-Jun-25 11:10:00,193.83802223691828,193.83802223691828,207.43099411064384,245.105927771455,447.7130186324923
2006-Jun-25 11:20:00,196.36418364464447,196.36418364464447,209.69720593175762,243.63915793237814,456.97582334877177
2006-Jun-25 11:30:00,198.8208235929024,198.8208235929024,211.95685153291947,241.7040302298795,466.2261990845215
2006-Jun-25 11:40:00,199.70378519277523,199.70378519277523,212.4255303686723,236.92406322732603,470.01638976510014
2006-Jun-25 11:50:00,200.52888828963913,200.52888828963913,212.9346131868949,231.9095843371608,473.7347048683608
2006-Jun-25 12:00:00,201.30360331358798,201.30360331358798,213.49251111156264,226.6417738399325,477.3804115596233
2006-Jun-25 12:10:00,202.04330643765584,202.04330643765584,214.11485238816297,221.11031566955538,480.95291521844695
2006-Jun-25 12:20:00,202.78432946988048,202.78432946988048,214.83459736343423,215.32815439742146,484.4517605705234
2006-Jun-25 12:30:00,203.61946494377025,203.61946494377025,215.7295219298964,209.37638055462457,487.87663255431795
2006-Jun-25 12:40:00,204.1301318961107,205.3343702720984,216.00634181320265,204.1301318961107,486.0720729058559
2006-Jun-25 12:50:00,205.03496878118426,212.9048647682659,216.69753828863708,205.03496878118426,484.20553180178763
2006-Jun-25 13:00:00,206.17661726570773,220.31417625344233,217.6738156188781,206.17661726570773,482.3009851886475
2006-Jun-25 13:10:00,224.27795873513003,235.5851216785551,230.68261835785506,224.27795873513003,480.3824429920198
2006-Jun-25 13:20:00,225.05975964535855,239.17462598862966,231.35069570036035,225.05975964535855,478.4738731740135
2006-Jun-25 13:30:00,225.7977823572633,242.40816109516695,232.01904813595007,225.7977823572633,476.59912600120913
2006-Jun-25 13:40:00,222.52057491406757,241.69240404775613,228.8151235108589,222.52057491406757,468.7934535339478
2006-Jun-25 13:50:00,219.19184337633595,240.76553972791805,225.6048938937474,219.19184337633595,460.9697122854268
2006-Jun-25 14:00:00,215.81289548331029,239.6501603572938,222.38767740940523,215.81289548331029,453.1298034925467
2006-Jun-25 14:10:00,212.38502253096877,238.3686050758902,219.16346883175655,212.38502253096877,445.2756442234214
2006-Jun-25 14:20:00,208.909362350272,236.94320565280128,215.93289898716162,208.909362350272,437.40916175545277
2006-Jun-25 14:30:00,205.38682796574287,235.39664228618005,212.6972556817321,205.38682796574287,429.5322879661763
2006-Jun-25 14:40:00,198.93245737118377,231.29501247764205,206.6694202116888,198.93245737118377,417.0895405960455
2006-Jun-25 14:50:00,192.40630144553285,227.13625340833244,200.6239116815746,192.40630144553285,404.51374813861355
2006-Jun-25 15:00:00,185.81069533611924,222.92945647374302,194.56413989269765,185.81069533611924,391.79371264697795
2006-Jun-25 15:10:00,179.14779497720394,218.68150491748253,188.49352723140566,179.14779497720394,378.91873366010043
2006-Jun-25 15:20:00,172.41959948531638,214.39727739691193,182.41547928014393,172.41959948531638,365.8786432386654
2006-Jun-25 15:30:00,160.5951430892925,231.6667471235752,177.74088201486057,160.5951430892925,352.66383953501077
2006-Jun-25 15:40:00,158.67501884632856,201.64205788665976,169.18120871916193,158.67501884632856,335.43158096724693
2006-Jun-25 15:50:00,151.69893188011793,192.88293523837743,161.95165927176183,151.69893188011793,318.3567771185251
2006-Jun-25 16:00:00,144.70314215960653,183.8296569525602,154.6434976662583,144.70314215960653,301.4526022125338
2006-Jun-25 16:10:00,137.69088152437408,174.5099745976538,147.256011223423,137.69088152437408,284.73153063361
2006-Jun-25 16:20:00,130.6651886839179,164.95241689852077,139.78907657888197,130.6651886839179,268.20529889292254
2006-Jun-25 16:30:00,123.62891285435143,155.18656751548053,132.24327976327245,123.62891285435143,251.88486974034376
2006-Jun-25 16:40:00,114.61123305656523,143.62235194469238,122.74309424533122,114.61123305656523,232.31830913259068
2006-Jun-25 16:50:00,105.55895037355559,131.80450843846256,113.12160535722747,105.55895037355559,212.83256743788354
2006-Jun-25 17:00:00,96.4737322576084,119.73351437033777,103.37052185315972,96.4737322576084,193.4312561397131
2006-Jun-25 17:10:00,87.35668200349738,107.40627580014797,93.47954877063523,87.35668200349738,174.1176548964523
2006-Jun-25 17:20:00,78.20815608674324,94.8158958042196,83.43594712725513,78.20815608674324,154.89470168517553
2006-Jun-25 17:30:00,69.02746845767676,81.95197935125256,73.2241591482253,69.02746845767676,135.76498392847736
2006-Jun-25 17:40:00,60.47475581543677,70.83307863845982,63.9461810734287,60.47475581543677,118.41015990189973
2006-Jun-25 17:50:00,51.88866693760716,59.45808981481648,54.508563047822896,51.88866693760716,101.07905562420633
2006-Jun-25 18:00:00,43.264939759189986,47.80197210364018,44.88769292656333,43.264939759189986,83.77214935421364
2006-Jun-25 18:10:00,34.63441718035243,35.50346168111544,34.95561891946276,34.63441718035243,66.48982636794487
2006-Jun-25 18:20:00,25.579616351810195,25.884856529826692,25.69632790396104,25.579616351810195,49.23237784098357
2006-Jun-25 18:30:00,16.551258187345315,16.551258187345315,16.551258187345315,16.551258187345315,32.0
2006-Jun-25 18:40:00,13.870104591216041,13.870104591216041,13.870104591216041,13.870104591216041,26.833333333333336
2006-Jun-25 18:50:00,11.199026305623152,11.199026305623152,11.199026305623152,11.199026305623152,21.666666666666668
2006-Jun-25 19:00:00,8.538578876178928,8.538578876178928,8.538578876178928,8.538578876178928,16.5
2006-Jun-25 19:10:00,5.868581628710344,6.23602277575938,6.0369643631755165,5.868581628710344,11.33333333333333
2006-Jun-25 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-25 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 06:10:00,4.810566407011386,4.810566407011386,4.810566407011386,4.810566407011386,9.333333333333334
2006-Jun-26 06:20:00,5.993478103788373,5.993478103788373,5.993478103788373,5.993478103788373,11.666666666666668
2006-Jun-26 06:30:00,7.187097022755147,7.187097022755147,7.187097022755147,7.187097022755147,14.0
2006-Jun-26 06:40:00,14.82327490240629,14.82327490240629,14.82327490240629,14.82327490240629,28.666666666666664
2006-Jun-26 06:50:00,22.517423899803397,22.517423899803397,22.517423899803397,22.517423899803397,43.33333333333333
2006-Jun-26 07:00:00,30.252254616121277,30.252254616121277,30.252254616121277,30.252254616121277,58.0
2006-Jun-26 07:10:00,37.78475540869503,37.78475540869503,38.414627742699416,39.50530662990149,72.66666666666669
2006-Jun-26 07:20:00,45.182912958350116,45.182912958350116,46.63282122042271,49.277802561748715,87.33333333333333
2006-Jun-26 07:30:00,52.59853885471556,52.59853885471556,54.612917922627304,58.476995664648186,102.0
2006-Jun-26 07:40:00,61.73313203879806,61.73313203879806,65.34660381936663,72.64245925218982,121.08037653030634
2006-Jun-26 07:50:00,70.84083453949044,70.84083453949044,75.86566052086766,86.5073379201045,140.341507897078
2006-Jun-26 08:00:00,79.92498015022903,79.92498015022903,86.18953579059772,100.07544511140483,159.77953968924982
2006-Jun-26 08:10:00,88.98689702708195,88.98689702708195,96.33563173089088,113.35212562202483,179.38993912433472
2006-Jun-26 08:20:00,98.02659287146318,98.02659287146318,106.31862761823582,126.34032394178712,199.16750889105606
2006-Jun-26 08:30:00,107.04315508614131,107.04315508614131,116.15065704811755,139.0395116407659,219.10640289733783
2006-Jun-26 08:40:00,115.38557035022036,115.38557035022036,124.62957380997261,148.75517282100716,236.79123717961372
2006-Jun-26 08:50:00,123.69263600643148,123.69263600643148,133.02881779337508,158.28264723003772,254.4848424531576
2006-Jun-26 09:00:00,131.962208654096,131.962208654096,141.3521296344487,167.62032692622904,272.1854010706496
2006-Jun-26 09:10:00,140.19194026026426,140.19194026026426,149.60233591208484,176.7641937772226,289.8910420178919
2006-Jun-26 09:20:00,148.37928902949884,148.37928902949884,157.78156535349837,185.70813460015935,307.599845657497
2006-Jun-26 09:30:00,156.52152235002552,156.52152235002552,165.89141297619756,194.4441564867667,325.3098486392744
2006-Jun-26 09:40:00,162.4329907016352,162.4329907016352,171.81385780927232,201.05559782608492,339.31309675294017
2006-Jun-26 09:50:00,168.31878671559656,168.31878671559656,177.69349695312033,207.4655247039039,353.4253548269682
2006-Jun-26 10:00:00,174.17654206346913,174.17654206346913,183.52880886252183,213.6455706708898,367.63657550951325
2006-Jun-26 10:10:00,180.00365111488236,180.00365111488236,189.3191139793135,219.56886903205236,381.936283248652
2006-Jun-26 10:20:00,178.15408592720408,178.15408592720408,193.4800462034461,243.2240197904622,396.3136061463777
2006-Jun-26 10:30:00,183.05706626282694,183.05706626282694,198.19579462305512,247.02857751145143,410.75730900089445
2006-Jun-26 10:40:00,185.78687223943868,185.78687223943868,200.4499042325227,247.00948363982678,419.79361333695266
2006-Jun-26 10:50:00,188.45115148003038,188.45115148003038,202.68620858035223,246.66141554415782,428.8610153878227
2006-Jun-26 11:00:00,191.04926883452816,191.04926883452816,204.90596664088716,245.94901361610346,437.94886988760186
2006-Jun-26 11:10:00,193.5803746401924,193.5803746401924,207.111648486125,244.8387154035507,447.04635196582564
2006-Jun-26 11:20:00,196.04354461572495,196.04354461572495,209.30690500709414,243.2982648403435,456.14249001543845
2006-Jun-26 11:30:00,198.43800519710933,198.43800519710933,211.49665058433766,241.29639091691692,465.2261990845215
2006-Jun-26 11:40:00,199.38806876224845,199.38806876224845,212.03742572189873,236.61950589427522,469.18305643176683
2006-Jun-26 11:50:00,200.2796652278478,200.2796652278478,212.61715561951215,231.7023594477668,473.0680382016941
2006-Jun-26 12:00:00,201.11997801398232,201.11997801398232,213.24416436795818,226.525875027412,476.8804115596233
2006-Jun-26 12:10:00,201.92389623660696,201.92389623660696,213.93384209027022,221.07916641489746,480.6195818851136
2006-Jun-26 12:20:00,202.726773552318,202.726773552318,214.7185564437401,215.37391009636934,484.2850939038567
2006-Jun-26 12:30:00,203.6195899596064,203.6195899596064,215.6749277769407,209.4885108478283,487.87663255431795
2006-Jun-26 12:40:00,202.77223272150277,203.90393359937704,214.76407370568262,202.77223272150277,486.0606902541401
2006-Jun-26 12:50:00,202.31850629555245,210.3641303676309,214.26993655220397,202.31850629555245,484.1705672318365
2006-Jun-26 13:00:00,202.09394271338266,216.86313817867708,214.06091029661914,202.09394271338266,482.2063715898077
2006-Jun-26 13:10:00,201.9338583861363,223.21707250383565,214.00412050298556,201.9338583861363,480.16835243189615
2006-Jun-26 13:20:00,201.76643911278993,229.36975061778747,214.03954179933814,201.76643911278993,478.05689938920244
2006-Jun-26 13:30:00,201.56281393629592,235.31599399436845,214.1415624154834,201.56281393629592,475.8725418784007
2006-Jun-26 13:40:00,199.8065853759496,238.6618962656871,212.50259301890426,199.8065853759496,468.1906123215381
2006-Jun-26 13:50:00,197.98884985947612,241.54712097203748,210.87824296108587,197.98884985947612,460.4848891048276
2006-Jun-26 14:00:00,196.10805643630792,244.0005139780987,209.26108686584737,196.10805643630792,452.76649563087
2006-Jun-26 14:10:00,194.16373061254345,246.05271760759547,207.64568805290568,194.16373061254345,445.0464822807485
2006-Jun-26 14:20:00,192.15577723784762,247.73597594226464,206.02812612536783,192.15577723784762,437.33579255660266
2006-Jun-26 14:30:00,190.0841208476251,249.0843698539566,204.4058291125302,190.0841208476251,429.64522963697436
2006-Jun-26 14:40:00,188.35630774549747,261.2895641632834,205.71671958539966,188.35630774549747,439.4005827336532
2006-Jun-26 14:50:00,186.45295312480687,274.66093488088205,207.22889569954222,186.45295312480687,448.19836129316866
2006-Jun-26 15:00:00,184.3661125704742,289.1517770599681,208.96681355175443,184.3661125704742,455.94524982316807
2006-Jun-26 15:10:00,178.2952497739084,327.6256123160929,213.48393495232864,178.2952497739084,462.551729661015
2006-Jun-26 15:20:00,176.4439926093483,345.598613628694,216.60428078573676,176.4439926093483,467.93236757579615
2006-Jun-26 15:30:00,174.3521944600044,364.3887207039582,219.995505013819,174.3521944600044,472.0060929489295
2006-Jun-26 15:40:00,170.46571120547782,370.7594117514624,219.30517612098004,170.46571120547782,461.2567592285304
2006-Jun-26 15:50:00,166.41597096309886,376.94021999070117,218.67711454445666,166.41597096309886,450.00916172227113
2006-Jun-26 16:00:00,162.2020719323754,382.9422798755788,218.1203069215012,162.2020719323754,438.25403465487915
2006-Jun-26 16:10:00,157.82276753206497,388.7812768430526,217.6458614625947,157.82276753206497,425.9836677070298
2006-Jun-26 16:20:00,153.27635974306185,394.479617778875,217.26776047751468,153.27635974306185,413.19194314513186
2006-Jun-26 16:30:00,148.5605495682224,400.0694255334048,217.0039503760907,148.5605495682224,399.8743687549439
2006-Jun-26 16:40:00,135.70552007650736,359.53062576676865,198.26691935546438,135.70552007650736,350.56834079188553
2006-Jun-26 16:50:00,122.7939112263756,316.8026074145799,178.55265405933537,122.7939112263756,303.26599471076344
2006-Jun-26 17:00:00,108.48828012166129,243.01637162289583,148.27565223064022,108.48828012166129,258.052711100003
2006-Jun-26 17:10:00,95.29437457587667,197.19551707084523,126.34072481950562,95.29437457587667,215.00572316431192
2006-Jun-26 17:20:00,82.13558089443147,149.88003760783616,103.41437216105825,82.13558089443147,174.19388163599675
2006-Jun-26 17:30:00,68.29689733833898,84.85829748025789,73.66356853746312,68.29689733833898,135.67744374967074
2006-Jun-26 17:40:00,59.924417939239184,73.38434771889062,64.42670576549658,59.924417939239184,118.35222632331575
2006-Jun-26 17:50:00,51.527226329516566,61.65637214448993,55.02691002448448,51.527226329516566,101.11002801805544
2006-Jun-26 18:00:00,43.10193654427925,49.653131969493614,45.44144148576537,43.10193654427925,83.95252273974772
2006-Jun-26 18:10:00,34.68046710154268,37.01554456058582,35.543105661259844,34.68046710154268,66.88105895447374
2006-Jun-26 18:20:00,25.86073997287093,26.929080595928678,26.2692304053989,25.86073997287093,49.89665577677582
2006-Jun-26 18:30:00,17.075990485377904,17.075990485377904,17.075990485377904,17.075990485377904,33.0
2006-Jun-26 18:40:00,14.307263956519375,14.307263956519375,14.307263956519375,14.307263956519375,27.666666666666668
2006-Jun-26 18:50:00,11.548897731869303,11.548897731869303,11.548897731869303,11.548897731869303,22.333333333333336
2006-Jun-26 19:00:00,8.801408564451929,8.801408564451929,8.801408564451929,8.801408564451929,17.0
2006-Jun-26 19:10:00,6.033057918574923,6.639220725013619,6.310316150464721,6.033057918574923,11.666666666666664
2006-Jun-26 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-26 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Jun-27 03:40:00,0.0,0.0,0.0,0.0,0.0
